CustomerID,Recency,Frequency,Avg_Monthly_Spend,Tenure,AOV,Velocity_Recent,Velocity_Drift,Return_Count,Cluster,Segment_Label,Target_Label,FutureSales_Label
12441.0,277,1,18.79602888086643,277,173.55,0.0,-0.10830324909747294,0.0,2,At-Risk,0,0.0
12444.0,32,2,973.0629629629627,81,1313.6349999999998,0.6666666666666666,-0.07407407407407407,0.0,0,Average,1,2378.19
12447.0,153,1,93.42941176470589,153,476.49,0.0,-0.19607843137254904,0.0,2,At-Risk,0,0.0
12449.0,2,3,842.6536082474227,97,908.1933333333333,0.6666666666666666,-0.26116838487972516,0.0,1,High Value,2,1342.71
12450.0,66,2,71.52289156626506,83,98.94,0.6666666666666666,-0.05622489959839361,0.0,0,Average,1,0.0
12451.0,128,2,677.5940425531916,235,2032.978099999999,0.0,-0.25531914893617025,1.0,0,Average,1,3727.7
12453.0,44,1,482.10681818181814,44,707.0899999999999,0.3333333333333333,-0.34848484848484856,0.0,0,Average,1,0.0
12455.0,38,5,315.41449275362316,207,435.27200000000005,0.6666666666666666,-0.05797101449275366,0.0,0,Average,1,290.5
12456.0,41,2,411.89090909090913,165,1132.7,0.3333333333333333,-0.03030303030303033,4.0,0,Average,1,915.64
12457.0,144,3,214.88255033557047,149,355.75,0.0,-0.6040268456375839,5.0,0,Average,1,1295.98
12458.0,195,1,67.98769230769231,195,441.92,0.0,-0.15384615384615385,0.0,2,At-Risk,0,505.48
12461.0,4,2,381.6369230769231,65,413.44,0.6666666666666666,-0.2564102564102565,0.0,0,Average,1,0.0
12462.0,213,1,107.33943661971831,213,762.11,0.0,-0.14084507042253522,10.0,2,At-Risk,0,427.48
12463.0,85,3,194.56381578947372,152,328.5966666666667,0.3333333333333333,-0.2587719298245615,5.0,0,Average,1,358.99
12464.0,16,6,106.92465753424658,219,130.09166666666667,0.6666666666666666,-0.15525114155251152,0.0,1,High Value,2,431.5
12465.0,79,1,167.44556962025314,79,440.93999999999994,0.3333333333333333,-0.046413502109704685,4.0,0,Average,1,301.25
12468.0,98,2,96.84159292035397,226,364.77,0.0,-0.26548672566371684,2.0,2,At-Risk,0,0.0
12471.0,17,19,1212.6981818181819,275,585.0736842105263,2.0,-0.07272727272727275,71.0,1,High Value,2,8707.65
12472.0,49,5,529.8494623655914,279,985.5200000000001,0.6666666666666666,0.12903225806451613,52.0,0,Average,1,1644.51
12473.0,25,2,348.89705882352945,102,593.125,0.3333333333333333,-0.25490196078431376,11.0,0,Average,1,2752.2999999999997
12474.0,9,13,545.2574999999999,240,335.5430769230769,1.6666666666666667,0.04166666666666674,33.0,1,High Value,2,3013.73
12476.0,51,6,353.3214022140222,271,531.945,0.3333333333333333,-0.33087330873308735,31.0,0,Average,1,3624.75
12477.0,11,3,1250.0985849056603,212,2032.978099999999,0.3333333333333333,-0.09119496855345915,8.0,1,High Value,2,4385.71
12480.0,53,3,261.57926829268297,246,714.9833333333335,0.3333333333333333,-0.0325203252032521,0.0,0,Average,1,1136.6799999999998
12481.0,90,8,445.84347826086963,276,512.72,0.3333333333333333,-0.5362318840579712,1.0,1,High Value,2,1494.56
12483.0,9,6,195.6698795180723,249,270.6766666666667,0.3333333333333333,-0.3895582329317268,6.0,1,High Value,2,860.9200000000001
12484.0,11,4,446.7256097560976,246,915.7874999999999,1.0,0.5121951219512195,4.0,1,High Value,2,878.57
12489.0,246,1,40.84512195121951,246,334.92999999999995,0.0,-0.12195121951219513,0.0,2,At-Risk,0,0.0
12490.0,3,6,444.07375,240,592.0983333333334,1.3333333333333333,0.5833333333333333,0.0,1,High Value,2,1865.3400000000001
12492.0,15,1,126.39000000000001,15,126.39000000000001,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,136.82
12493.0,76,2,121.60934579439252,107,216.87,0.3333333333333333,-0.2274143302180685,1.0,0,Average,1,0.0
12494.0,72,5,94.44130434782609,276,173.772,0.3333333333333333,-0.21014492753623198,7.0,0,Average,1,377.24
12500.0,17,6,218.09508196721313,244,295.64000000000004,0.6666666666666666,-0.0710382513661203,4.0,1,High Value,2,2483.98
12501.0,247,1,263.4886639676114,247,2032.978099999999,0.0,-0.12145748987854252,11.0,2,At-Risk,0,0.0
12502.0,6,5,507.80045454545456,220,744.774,0.6666666666666666,-0.015151515151515249,0.0,1,High Value,2,0.0
12506.0,143,1,15.419580419580424,143,73.50000000000001,0.0,-0.2097902097902098,0.0,2,At-Risk,0,0.0
12507.0,44,3,187.29330143540668,209,434.93666666666667,0.6666666666666666,0.23604465709728867,1.0,0,Average,1,0.0
12509.0,194,1,27.29381443298969,194,176.5,0.0,-0.15463917525773196,0.0,2,At-Risk,0,0.0
12510.0,53,2,125.43446808510637,235,491.28499999999997,0.3333333333333333,0.07801418439716307,0.0,0,Average,1,0.0
12513.0,23,1,612.2900000000001,23,612.2900000000001,0.3333333333333333,-0.6666666666666667,1.0,0,Average,1,0.0
12514.0,177,1,172.48813559322033,177,1017.6800000000001,0.0,-0.1694915254237288,0.0,2,At-Risk,0,0.0
12515.0,263,1,43.7680608365019,263,383.70000000000005,0.0,-0.11406844106463877,0.0,2,At-Risk,0,0.0
12516.0,91,1,192.2637362637363,91,583.2,0.0,-0.32967032967032966,0.0,0,Average,1,728.86
12517.0,36,2,461.6099999999999,100,769.3499999999999,0.3333333333333333,-0.26666666666666666,2.0,0,Average,1,964.14
12518.0,20,1,324.83,20,324.83,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,1732.06
12520.0,52,4,333.56250000000006,184,511.4625000000001,0.3333333333333333,-0.31884057971014496,3.0,0,Average,1,588.41
12521.0,53,1,339.44150943396227,53,599.68,0.3333333333333333,-0.23270440251572327,0.0,0,Average,1,0.0
12523.0,18,7,126.16735537190083,242,145.39285714285714,1.0,0.1322314049586777,4.0,1,High Value,2,772.02
12524.0,72,6,383.91147540983616,244,520.4133333333334,0.3333333333333333,-0.4043715846994536,0.0,0,Average,1,1363.24
12526.0,4,1,520.3,4,520.3,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,796.36
12527.0,205,2,36.21864406779662,236,142.46,0.0,-0.2542372881355932,0.0,2,At-Risk,0,63.790000000000006
12528.0,25,4,173.18878923766817,223,321.84250000000003,0.6666666666666666,0.1285500747384155,3.0,0,Average,1,646.11
12530.0,34,3,148.37854251012146,247,407.21666666666664,0.3333333333333333,-0.031039136302294268,2.0,0,Average,1,440.63
12534.0,41,1,796.9609756097561,41,1089.18,0.3333333333333333,-0.3983739837398374,0.0,0,Average,1,0.0
12535.0,2,2,221.55154639175257,97,358.175,0.3333333333333333,-0.28522336769759454,0.0,0,Average,1,0.0
12539.0,172,3,555.4536885245902,244,1505.8966666666668,0.0,-0.36885245901639346,1.0,0,Average,1,1050.66
12540.0,2,11,1019.8742647058824,272,840.6236363636364,1.3333333333333333,0.12009803921568607,3.0,1,High Value,2,4153.38
12541.0,83,2,84.21047120418848,191,268.07,0.3333333333333333,0.019197207678883055,0.0,2,At-Risk,0,445.03999999999996
12545.0,170,1,110.85000000000001,170,628.1500000000001,0.0,-0.1764705882352941,0.0,2,At-Risk,0,372.24
12547.0,108,2,32.638743455497384,191,103.9,0.0,-0.31413612565445026,0.0,2,At-Risk,0,0.0
12548.0,76,1,37.57894736842105,76,95.19999999999999,0.3333333333333333,-0.06140350877192985,0.0,2,At-Risk,0,0.0
12551.0,268,1,18.80597014925373,268,168.0,0.0,-0.11194029850746269,0.0,2,At-Risk,0,0.0
12553.0,20,7,302.44875,240,345.6557142857143,0.6666666666666666,-0.20833333333333337,5.0,1,High Value,2,1272.69
12556.0,61,1,153.88524590163934,61,312.9,0.3333333333333333,-0.15846994535519132,0.0,0,Average,1,290.81
12557.0,68,4,957.5489361702126,282,2032.978099999999,0.3333333333333333,-0.09219858156028371,0.0,0,Average,1,2990.0
12559.0,221,2,73.26652173913043,230,280.85499999999996,0.0,-0.2608695652173913,1.0,2,At-Risk,0,0.0
12560.0,22,2,813.0056603773586,53,718.1550000000001,0.6666666666666666,-0.46540880503144655,6.0,0,Average,1,697.7
12561.0,213,1,33.640845070422536,213,238.85,0.0,-0.14084507042253522,0.0,2,At-Risk,0,0.0
12562.0,37,3,441.8064220183487,109,535.0766666666667,0.6666666666666666,-0.15902140672782883,0.0,0,Average,1,2176.51
12564.0,171,1,80.15789473684211,171,456.90000000000003,0.0,-0.17543859649122806,0.0,2,At-Risk,0,0.0
12565.0,199,1,21.997989949748746,199,145.92000000000002,0.0,-0.1507537688442211,1.0,2,At-Risk,0,0.0
12567.0,6,9,841.0692857142856,280,872.2199999999999,1.0,0.03571428571428581,17.0,1,High Value,2,1551.3
12569.0,2,15,401.4222222222223,162,144.51200000000003,3.0,0.22222222222222232,3.0,1,High Value,2,1957.01
12571.0,32,1,232.828125,32,248.35,0.3333333333333333,-0.6041666666666667,0.0,0,Average,1,271.26
12573.0,137,1,35.15474452554744,137,160.54,0.0,-0.21897810218978103,0.0,2,At-Risk,0,0.0
12574.0,226,1,28.997787610619472,226,218.45000000000002,0.0,-0.13274336283185842,0.0,2,At-Risk,0,0.0
12576.0,6,4,130.6813953488372,215,234.13750000000002,0.6666666666666666,0.10852713178294571,1.0,1,High Value,2,379.28
12577.0,269,1,21.846468401486987,269,195.89,0.0,-0.11152416356877323,1.0,2,At-Risk,0,461.91
12578.0,240,1,201.08250000000004,240,1608.6600000000003,0.0,-0.125,6.0,2,At-Risk,0,1185.85
12580.0,157,1,79.43312101910828,157,415.70000000000005,0.0,-0.19108280254777069,0.0,2,At-Risk,0,0.0
12582.0,149,2,77.08944723618089,199,255.67999999999995,0.0,-0.3015075376884422,0.0,2,At-Risk,0,0.0
12583.0,17,9,447.0644366197183,284,470.24555555555554,1.0,0.04929577464788737,4.0,1,High Value,2,3049.17
12584.0,37,4,123.56684210526315,190,195.64749999999998,0.6666666666666666,0.0350877192982455,30.0,0,Average,1,1555.56
12585.0,144,2,234.4942528735632,261,1020.0499999999998,0.0,-0.2298850574712644,10.0,0,Average,1,0.0
12589.0,55,1,71.72727272727273,55,131.5,0.3333333333333333,-0.2121212121212122,0.0,2,At-Risk,0,515.1800000000001
12590.0,121,2,2445.6842975206614,121,2032.978099999999,0.0,-0.49586776859504134,2.0,0,Average,1,0.0
12591.0,227,1,59.848017621145374,227,452.84999999999997,0.0,-0.13215859030837004,0.0,2,At-Risk,0,0.0
12592.0,2,2,106.73170731707319,123,218.8,0.3333333333333333,-0.15447154471544722,0.0,0,Average,1,0.0
12593.0,19,3,97.23255813953487,129,139.36666666666665,0.6666666666666666,-0.03100775193798455,0.0,0,Average,1,0.0
12594.0,31,8,325.73819742489275,233,316.2375,0.3333333333333333,-0.6967095851216023,1.0,1,High Value,2,808.32
12596.0,152,1,53.2796052631579,152,269.95,0.0,-0.19736842105263158,0.0,2,At-Risk,0,348.32
12597.0,93,2,240.81067415730334,178,714.405,0.0,-0.33707865168539325,8.0,0,Average,1,2382.41
12598.0,72,4,243.75076923076918,195,396.0949999999999,0.3333333333333333,-0.2820512820512821,1.0,0,Average,1,1438.7
12599.0,37,6,120.14579439252337,214,142.84,1.0,0.15887850467289721,0.0,0,Average,1,175.54000000000002
12600.0,23,8,206.75017793594307,281,242.07000000000002,0.6666666666666666,-0.18742586002372474,1.0,1,High Value,2,662.48
12601.0,100,5,71.24197530864198,243,115.412,0.0,-0.617283950617284,1.0,0,Average,1,0.0
12604.0,172,1,31.133720930232556,172,178.5,0.0,-0.1744186046511628,0.0,2,At-Risk,0,75.68
12609.0,96,2,105.35921052631578,228,400.36499999999995,0.0,-0.2631578947368421,0.0,0,Average,1,326.12
12610.0,16,2,1046.875,36,628.125,0.6666666666666666,-1.0,5.0,0,Average,1,843.29
12613.0,108,4,255.09069767441855,172,365.62999999999994,0.0,-0.6976744186046512,10.0,0,Average,1,1881.8600000000001
12614.0,188,1,50.36170212765957,188,315.59999999999997,0.0,-0.1595744680851064,0.0,2,At-Risk,0,0.0
12615.0,78,1,244.13076923076923,78,634.74,0.3333333333333333,-0.051282051282051266,0.0,0,Average,1,1656.45
12616.0,5,2,103.37681159420289,207,356.65,0.3333333333333333,0.04347826086956519,4.0,0,Average,1,0.0
12619.0,26,5,384.19509202453986,163,417.492,1.0,0.07975460122699396,5.0,1,High Value,2,1553.78
12620.0,115,1,146.51999999999998,115,561.66,0.0,-0.2608695652173913,0.0,2,At-Risk,0,777.75
12621.0,10,15,1108.1565217391305,276,679.6693333333334,1.6666666666666667,0.03623188405797095,7.0,1,High Value,2,3494.63
12622.0,142,1,38.04929577464788,142,180.09999999999997,0.0,-0.2112676056338028,0.0,2,At-Risk,0,0.0
12623.0,186,1,49.20967741935484,186,305.1,0.0,-0.16129032258064516,0.0,2,At-Risk,0,0.0
12624.0,16,2,218.56704545454548,88,320.565,0.6666666666666666,-0.015151515151515249,0.0,0,Average,1,0.0
12625.0,122,2,351.59213973799126,229,1341.91,0.0,-0.26200873362445415,5.0,0,Average,1,0.0
12626.0,23,6,604.3037974683544,237,795.6666666666666,1.3333333333333333,0.5738396624472574,13.0,1,High Value,2,1846.48
12627.0,6,5,1636.6979999999999,50,545.566,1.6666666666666667,-1.3333333333333333,0.0,1,High Value,2,1750.7
12633.0,40,3,295.26515151515156,198,649.5833333333334,0.3333333333333333,-0.12121212121212127,2.0,0,Average,1,215.23000000000002
12635.0,65,1,315.52615384615393,65,683.6400000000001,0.3333333333333333,-0.12820512820512825,0.0,0,Average,1,1005.54
12637.0,2,7,726.0897435897436,234,809.0714285714286,1.0,0.10256410256410253,4.0,1,High Value,2,358.4
12639.0,149,1,97.87248322147651,149,486.1,0.0,-0.20134228187919462,0.0,2,At-Risk,0,0.0
12641.0,25,1,185.9,25,185.9,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,0.0
12642.0,18,1,366.45,18,366.45,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,646.81
12643.0,38,6,412.91851851851845,243,557.4399999999999,0.6666666666666666,-0.07407407407407418,0.0,1,High Value,2,0.0
12644.0,40,1,358.4325,40,477.90999999999997,0.3333333333333333,-0.4166666666666667,0.0,0,Average,1,0.0
12645.0,20,3,174.00796460176997,226,436.95333333333343,0.3333333333333333,-0.06489675516224191,1.0,0,Average,1,464.32
12647.0,36,9,310.3989247311828,279,320.74555555555554,0.6666666666666666,-0.30107526881720426,6.0,1,High Value,2,836.11
12648.0,65,1,146.79230769230767,65,318.04999999999995,0.3333333333333333,-0.12820512820512825,0.0,0,Average,1,0.0
12649.0,17,3,153.322131147541,122,207.83666666666667,0.6666666666666666,-0.0710382513661203,2.0,0,Average,1,0.0
12651.0,245,1,13.959183673469388,245,114.0,0.0,-0.12244897959183675,0.0,2,At-Risk,0,0.0
12652.0,241,1,114.52033195020748,241,919.98,0.0,-0.12448132780082988,3.0,2,At-Risk,0,0.0
12653.0,59,2,320.26811594202894,207,1104.925,0.3333333333333333,0.04347826086956519,0.0,0,Average,1,0.0
12654.0,108,3,49.426829268292686,205,112.58333333333333,0.0,-0.43902439024390244,0.0,2,At-Risk,0,264.23
12656.0,26,3,587.6395833333333,144,940.2233333333334,0.3333333333333333,-0.2916666666666667,4.0,0,Average,1,1230.5
12662.0,17,7,281.3067137809187,283,379.0942857142857,0.6666666666666666,-0.07538280329799762,2.0,1,High Value,2,1196.1200000000001
12664.0,54,3,252.0360515021459,233,652.4933333333332,0.3333333333333333,-0.05293276108726752,1.0,0,Average,1,2924.4
12665.0,235,1,8.042553191489363,235,63.0,0.0,-0.12765957446808512,1.0,2,At-Risk,0,0.0
12668.0,169,3,329.8274436090226,266,974.8233333333336,0.0,-0.3383458646616541,7.0,0,Average,1,882.6800000000001
12669.0,61,3,492.9395209580839,167,914.6766666666667,0.3333333333333333,-0.20558882235528947,1.0,0,Average,1,0.0
12670.0,9,3,342.8958041958042,143,544.8233333333334,0.3333333333333333,-0.29603729603729606,2.0,0,Average,1,1361.58
12672.0,240,1,28.2375,240,225.9,0.0,-0.125,0.0,2,At-Risk,0,0.0
12673.0,237,1,27.962025316455694,237,220.9,0.0,-0.12658227848101264,0.0,2,At-Risk,0,389.62
12674.0,2,3,356.4406779661017,118,467.3333333333333,0.6666666666666666,-0.09604519774011311,8.0,1,High Value,2,568.6
12676.0,34,4,135.4819004524887,221,249.51250000000002,0.3333333333333333,-0.20965309200603327,0.0,0,Average,1,333.34000000000003
12678.0,11,9,941.165909090909,264,920.2511111111112,1.0,-0.022727272727272707,2.0,1,High Value,2,9346.2
12679.0,116,2,140.16185567010308,194,453.19,0.0,-0.30927835051546393,8.0,0,Average,1,206.64000000000001
12680.0,23,1,311.78,23,311.78,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,551.03
12681.0,62,15,1064.7388489208633,278,657.7720000000002,0.6666666666666666,-0.9520383693045563,8.0,1,High Value,2,3920.96
12682.0,11,20,877.5715302491103,281,410.996,3.0,0.8647686832740216,0.0,1,High Value,2,4068.3
12683.0,3,12,719.8032608695653,276,551.8491666666667,0.6666666666666666,-0.6376811594202899,18.0,1,High Value,2,1854.3799999999999
12684.0,81,4,336.4585365853659,123,344.87,0.3333333333333333,-0.6422764227642277,0.0,0,Average,1,904.15
12685.0,3,2,1606.42,4,803.21,0.6666666666666666,-1.3333333333333335,0.0,1,High Value,2,1256.66
12686.0,282,1,9.482978723404255,282,89.14,0.0,-0.10638297872340426,0.0,2,At-Risk,0,0.0
12688.0,24,1,4873.8099999999995,24,2032.978099999999,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,0.0
12689.0,38,1,403.44473684210527,38,511.03,0.3333333333333333,-0.456140350877193,0.0,0,Average,1,736.5799999999999
12690.0,116,1,100.60603448275862,116,389.01,0.0,-0.25862068965517243,0.0,2,At-Risk,0,0.0
12691.0,55,4,62.50561797752808,267,139.075,0.3333333333333333,-0.11610486891385768,0.0,0,Average,1,479.5
12693.0,37,4,112.12794759825327,229,213.9775,0.3333333333333333,-0.19068413391557498,2.0,0,Average,1,0.0
12694.0,93,1,141.77419354838707,93,439.49999999999994,0.0,-0.3225806451612903,0.0,0,Average,1,430.17
12695.0,17,2,83.47500000000001,120,166.95000000000002,0.3333333333333333,-0.16666666666666669,0.0,0,Average,1,248.2
12697.0,41,2,278.69999999999993,79,366.9549999999999,0.6666666666666666,-0.09282700421940937,2.0,0,Average,1,223.68
12700.0,66,2,515.7719999999999,125,1074.5249999999999,0.3333333333333333,-0.14666666666666667,2.0,0,Average,1,2790.94
12701.0,152,1,66.52894736842106,152,337.08,0.0,-0.19736842105263158,0.0,2,At-Risk,0,460.63
12704.0,16,3,412.845,80,366.97333333333336,1.0,-0.125,2.0,0,Average,1,1239.92
12705.0,68,4,467.6988764044944,267,1040.63,0.3333333333333333,-0.11610486891385768,14.0,0,Average,1,2705.77
12707.0,202,1,89.61683168316831,202,603.42,0.0,-0.1485148514851485,0.0,2,At-Risk,0,0.0
12708.0,12,7,218.46989247311825,279,290.2528571428571,0.6666666666666666,-0.08602150537634412,17.0,1,High Value,2,681.14
12709.0,6,11,783.1180505415163,277,657.3445454545454,1.0,-0.19133574007220222,49.0,1,High Value,2,2505.73
12710.0,7,3,310.54594594594596,111,383.0066666666667,0.6666666666666666,-0.14414414414414412,2.0,0,Average,1,0.0
12712.0,17,11,417.7665480427046,281,355.73454545454547,0.6666666666666666,-0.5077105575326216,9.0,1,High Value,2,483.05
12714.0,17,4,496.0536585365854,205,847.425,0.6666666666666666,0.08130081300812997,0.0,1,High Value,2,1319.16
12715.0,16,1,353.85999999999996,16,353.85999999999996,0.3333333333333333,-0.6666666666666667,0.0,0,Average,1,0.0
12716.0,43,1,472.9534883720929,43,677.8999999999999,0.3333333333333333,-0.36434108527131787,0.0,0,Average,1,375.59000000000003
12717.0,61,2,198.26538461538462,156,515.49,0.3333333333333333,-0.051282051282051266,1.0,0,Average,1,0.0
12720.0,4,17,396.7569892473118,279,217.0494117647059,2.3333333333333335,0.5053763440860217,5.0,1,High Value,2,2091.89
12721.0,93,4,192.32943396226415,265,424.7275,0.0,-0.45283018867924524,3.0,0,Average,1,957.22
12722.0,25,3,457.20491803278696,61,309.8833333333334,1.0,-0.47540983606557385,4.0,0,Average,1,67.98
